FC_i,MP_i,likelihood
79,36,0.0
80,36,0.0
81,36,0.0
82,36,0.0
83,36,0.0
84,36,0.0
85,36,0.0
86,36,0.0
87,36,0.0
88,36,0.0
89,36,0.0
90,36,0.0
91,36,0.0
92,36,0.0
93,36,0.0
94,36,0.0
95,36,0.0
96,36,0.0
97,36,0.0
98,36,0.0
99,36,0.0
-1,37,5.329070518200831e-14
0,37,2.3292479056636133e-13
1,37,9.787726185095525e-13
2,37,3.9511727223385286e-12
3,37,1.5326906410706672e-11
4,37,5.7130578046128165e-11
5,37,2.0462731509241244e-10
6,37,7.042718630501204e-10
7,37,2.329158310665526e-09
8,37,7.401844304144699e-09
9,37,2.2602858251730478e-08
10,37,6.632381466253989e-08
11,37,1.8700730869403437e-07
12,37,5.066765800809745e-07
13,37,1.3191265505474645e-06
14,37,3.300089205182704e-06
15,37,7.933205108223825e-06
16,37,1.8325492817217453e-05
17,37,4.0676802092021783e-05
18,37,8.676054623241298e-05
19,37,0.00017782067551930502
20,37,0.0003502086722390104
21,37,0.0006627600937142529
22,37,0.0012052322987978383
23,37,0.0021060576932908394
24,37,0.003536347900877476
25,37,0.00570591158890252
26,37,0.00884668443468075
27,37,0.013180187164746811
28,37,0.018868972586632452
29,37,0.025957367534213457
30,37,0.03431301098793772
31,37,0.043585583709749444
32,37,0.05320014465194041
33,37,0.06239771916667779
34,37,0.07032514063960331
35,37,0.07616203217122233
36,37,0.07925970943910417
37,37,0.07925970943910417
38,37,0.07616203217122233
39,37,0.07032514063960331
40,37,0.06239771916667784
41,37,0.053200144651940354
42,37,0.0435855837097495
43,37,0.03431301098793767
44,37,0.025957367534213457
45,37,0.018868972586632397
46,37,0.013180187164746867
47,37,0.00884668443468075
48,37,0.00570591158890252
49,37,0.003536347900877476
50,37,0.002106057693290895
51,37,0.0012052322987977828
52,37,0.0006627600937142529
53,37,0.0003502086722390104
54,37,0.00017782067551930502
55,37,8.67605462324685e-05
56,37,4.067680209196627e-05
57,37,1.8325492817217453e-05
58,37,7.933205108168314e-06
59,37,3.300089205238215e-06
60,37,1.3191265505474645e-06
61,37,5.066765801364856e-07
62,37,1.8700730863852322e-07
63,37,6.632381466253989e-08
64,37,2.2602858251730478e-08
65,37,7.40184435965585e-09
66,37,2.3291581996432235e-09
67,37,7.042719740724228e-10
68,37,2.0462720407010998e-10
69,37,5.7130633557279396e-11
70,37,1.5326961921857903e-11
71,37,3.951061700036066e-12
72,37,9.787726185095525e-13
73,37,2.3292479056636133e-13
74,37,5.329070518200831e-14
75,37,1.1768364061026834e-14
76,37,2.4424906541753807e-15
77,37,5.551115123125866e-16
78,37,1.110223024625173e-16
79,37,0.0
80,37,0.0
81,37,0.0
82,37,0.0
83,37,0.0
84,37,0.0
85,37,0.0
86,37,0.0
87,37,0.0
88,37,0.0
89,37,0.0
90,37,0.0
91,37,0.0
92,37,0.0
93,37,0.0
94,37,0.0
95,37,0.0
96,37,0.0
97,37,0.0
98,37,0.0
99,37,0.0
-1,38,1.1712852909795438e-14
0,38,5.329070518200768e-14
1,38,2.3292479056635855e-13
2,38,9.78772618509541e-13
3,38,3.951172722338482e-12
4,38,1.532690641070649e-11
5,38,5.7130578046127486e-11
6,38,2.0462731509241004e-10
7,38,7.042718630501121e-10
8,38,2.3291583106654986e-09
9,38,7.401844304144612e-09
10,38,2.260285825173021e-08
11,38,6.63238146625391e-08
12,38,1.8700730869403218e-07
13,38,5.066765800809685e-07
14,38,1.3191265505474488e-06
15,38,3.300089205182665e-06
16,38,7.933205108223732e-06
17,38,1.832549281721724e-05
18,38,4.067680209202131e-05
19,38,8.676054623241197e-05
20,38,0.0001778206755193029
21,38,0.0003502086722390063
22,38,0.0006627600937142451
23,38,0.001205232298797824
24,38,0.0021060576932908147
25,38,0.0035363479008774343
26,38,0.005705911588902452
27,38,0.008846684434680646
28,38,0.013180187164746657
29,38,0.01886897258663223
30,38,0.02595736753421315
31,38,0.03431301098793731
32,38,0.04358558370974894
33,38,0.053200144651939785
34,38,0.06239771916667705
35,38,0.07032514063960249
36,38,0.07616203217122143
37,38,0.07925970943910324
38,38,0.07925970943910324
39,38,0.07616203217122143
40,38,0.07032514063960249
41,38,0.06239771916667711
42,38,0.05320014465193973
43,38,0.04358558370974899
44,38,0.03431301098793726
45,38,0.02595736753421315
46,38,0.018868972586632175
47,38,0.013180187164746712
48,38,0.008846684434680646
49,38,0.005705911588902452
50,38,0.0035363479008774343
51,38,0.00210605769329087
52,38,0.0012052322987977685
53,38,0.0006627600937142451
54,38,0.0003502086722390063
55,38,0.0001778206755193029
56,38,8.676054623246748e-05
57,38,4.06768020919658e-05
58,38,1.832549281721724e-05
59,38,7.93320510816822e-06
60,38,3.300089205238176e-06
61,38,1.3191265505474488e-06
62,38,5.066765801364797e-07
63,38,1.8700730863852102e-07
64,38,6.63238146625391e-08
65,38,2.260285825173021e-08
66,38,7.4018443596557636e-09
67,38,2.329158199643196e-09
68,38,7.042719740724145e-10
69,38,2.0462720407010757e-10
70,38,5.713063355727872e-11
71,38,1.5326961921857722e-11
72,38,3.951061700036019e-12
73,38,9.78772618509541e-13
74,38,2.3292479056635855e-13
75,38,5.329070518200768e-14
76,38,1.1768364061026696e-14
77,38,2.442490654175352e-15
78,38,5.5511151231258e-16
79,38,1.11022302462516e-16
80,38,0.0
81,38,0.0
82,38,0.0
83,38,0.0
84,38,0.0
85,38,0.0
86,38,0.0
87,38,0.0
88,38,0.0
89,38,0.0
90,38,0.0
91,38,0.0
92,38,0.0
93,38,0.0
94,38,0.0
95,38,0.0
96,38,0.0
97,38,0.0
98,38,0.0
99,38,0.0
-1,39,2.4980018054066038e-15
0,39,1.171285290979541e-14
1,39,5.329070518200755e-14
2,39,2.32924790566358e-13
3,39,9.787726185095386e-13
4,39,3.951172722338472e-12
5,39,1.5326906410706452e-11
6,39,5.713057804612735e-11
7,39,2.0462731509240952e-10
8,39,7.042718630501104e-10
9,39,2.329158310665493e-09
10,39,7.401844304144594e-09
11,39,2.2602858251730157e-08
12,39,6.632381466253893e-08
13,39,1.8700730869403173e-07
14,39,5.066765800809673e-07
15,39,1.3191265505474456e-06
16,39,3.300089205182657e-06
17,39,7.933205108223712e-06
18,39,1.8325492817217195e-05
19,39,4.067680209202121e-05
20,39,8.676054623241175e-05
21,39,0.00017782067551930247
22,39,0.0003502086722390054
23,39,0.0006627600937142435
24,39,0.0012052322987978212
25,39,0.0021060576932908095
26,39,0.0035363479008774256
27,39,0.005705911588902438
28,39,0.008846684434680624
29,39,0.013180187164746624
30,39,0.018868972586632185
31,39,0.02595736753421309
32,39,0.03431301098793723
33,39,0.043585583709748826
34,39,0.05320014465193965
35,39,0.0623977191666769
36,39,0.07032514063960231
37,39,0.07616203217122125
38,39,0.07925970943910304
39,39,0.07925970943910304
40,39,0.07616203217122125
41,39,0.07032514063960231
42,39,0.062397719166676954
43,39,0.0532001446519396
44,39,0.04358558370974888
45,39,0.034313010987937174
46,39,0.02595736753421309
47,39,0.01886897258663213
48,39,0.01318018716474668
49,39,0.008846684434680624
50,39,0.005705911588902438
51,39,0.0035363479008774256
52,39,0.002106057693290865
53,39,0.0012052322987977657
54,39,0.0006627600937142435
55,39,0.0003502086722390054
56,39,0.00017782067551930247
57,39,8.676054623246726e-05
58,39,4.0676802091965696e-05
59,39,1.8325492817217195e-05
60,39,7.9332051081682e-06
61,39,3.300089205238168e-06
62,39,1.3191265505474456e-06
63,39,5.066765801364784e-07
64,39,1.8700730863852057e-07
65,39,6.632381466253893e-08
66,39,2.2602858251730157e-08
67,39,7.401844359655745e-09
68,39,2.3291581996431904e-09
69,39,7.042719740724129e-10
70,39,2.0462720407010706e-10
71,39,5.713063355727858e-11
72,39,1.5326961921857683e-11
73,39,3.9510617000360095e-12
74,39,9.787726185095386e-13
75,39,2.32924790566358e-13
76,39,5.329070518200755e-14
77,39,1.1768364061026667e-14
78,39,2.442490654175346e-15
79,39,5.551115123125787e-16
80,39,1.1102230246251573e-16
81,39,0.0
82,39,0.0
83,39,0.0
84,39,0.0
85,39,0.0
86,39,0.0
87,39,0.0
88,39,0.0
89,39,0.0
90,39,0.0
91,39,0.0
92,39,0.0
93,39,0.0
94,39,0.0
95,39,0.0
96,39,0.0
97,39,0.0
98,39,0.0
99,39,0.0
-1,40,4.996003610813205e-16
0,40,2.4980018054066026e-15
1,40,1.1712852909795403e-14
2,40,5.329070518200752e-14
3,40,2.329247905663579e-13
4,40,9.787726185095382e-13
5,40,3.9511727223384704e-12
6,40,1.5326906410706446e-11
7,40,5.713057804612732e-11
8,40,2.0462731509240942e-10
9,40,7.0427186305011e-10
10,40,2.3291583106654916e-09
11,40,7.40184430414459e-09
12,40,2.2602858251730143e-08
13,40,6.632381466253891e-08
14,40,1.8700730869403162e-07
15,40,5.06676580080967e-07
16,40,1.319126550547445e-06
17,40,3.300089205182655e-06
18,40,7.933205108223708e-06
19,40,1.8325492817217185e-05
20,40,4.067680209202119e-05
21,40,8.676054623241171e-05
22,40,0.0001778206755193024
23,40,0.00035020867223900526
24,40,0.0006627600937142432
25,40,0.0012052322987978206
26,40,0.0021060576932908086
27,40,0.003536347900877424
28,40,0.005705911588902436
29,40,0.00884668443468062
30,40,0.013180187164746617
31,40,0.018868972586632175
32,40,0.025957367534213075
33,40,0.034313010987937216
34,40,0.043585583709748806
35,40,0.053200144651939625
36,40,0.062397719166676864
37,40,0.07032514063960228
38,40,0.07616203217122121
39,40,0.079259709439103
40,40,0.079259709439103
41,40,0.07616203217122121
42,40,0.07032514063960228
43,40,0.06239771916667692
44,40,0.05320014465193957
45,40,0.04358558370974886
46,40,0.03431301098793716
47,40,0.025957367534213075
48,40,0.01886897258663212
49,40,0.013180187164746672
50,40,0.00884668443468062
51,40,0.005705911588902436
52,40,0.003536347900877424
53,40,0.002106057693290864
54,40,0.001205232298797765
55,40,0.0006627600937142432
56,40,0.00035020867223900526
57,40,0.0001778206755193024
58,40,8.676054623246722e-05
59,40,4.0676802091965676e-05
60,40,1.8325492817217185e-05
61,40,7.933205108168197e-06
62,40,3.3000892052381663e-06
63,40,1.319126550547445e-06
64,40,5.066765801364782e-07
65,40,1.8700730863852047e-07
66,40,6.632381466253891e-08
67,40,2.2602858251730143e-08
68,40,7.401844359655741e-09
69,40,2.329158199643189e-09
70,40,7.042719740724125e-10
71,40,2.0462720407010695e-10
72,40,5.713063355727855e-11
73,40,1.5326961921857677e-11
74,40,3.951061700036008e-12
75,40,9.787726185095382e-13
76,40,2.329247905663579e-13
77,40,5.329070518200752e-14
78,40,1.1768364061026661e-14
79,40,2.4424906541753448e-15
80,40,5.551115123125784e-16
81,40,1.1102230246251568e-16
82,40,0.0
83,40,0.0
84,40,0.0
85,40,0.0
86,40,0.0
87,40,0.0
88,40,0.0
89,40,0.0
90,40,0.0
91,40,0.0
92,40,0.0
93,40,0.0
94,40,0.0
95,40,0.0
96,40,0.0
97,40,0.0
98,40,0.0
99,40,0.0
-1,41,1.1102230246251565e-16
0,41,4.996003610813204e-16
1,41,2.4980018054066022e-15
2,41,1.1712852909795402e-14
3,41,5.3290705182007514e-14
4,41,2.3292479056635784e-13
5,41,9.78772618509538e-13
6,41,3.95117272233847e-12
7,41,1.5326906410706442e-11
8,41,5.713057804612731e-11
9,41,2.046273150924094e-10
10,41,7.042718630501099e-10
11,41,2.329158310665491e-09
12,41,7.401844304144589e-09
13,41,2.260285825173014e-08
14,41,6.63238146625389e-08
15,41,1.870073086940316e-07
16,41,5.066765800809669e-07
17,41,1.3191265505474448e-06
18,41,3.3000892051826547e-06
19,41,7.933205108223707e-06
20,41,1.832549281721718e-05
21,41,4.067680209202118e-05
22,41,8.67605462324117e-05
23,41,0.00017782067551930236
24,41,0.0003502086722390052
25,41,0.000662760093714243
26,41,0.0012052322987978203
27,41,0.002106057693290808
28,41,0.0035363479008774235
29,41,0.005705911588902435
30,41,0.008846684434680618
31,41,0.013180187164746615
32,41,0.01886897258663217
33,41,0.02595736753421307
34,41,0.03431301098793721
35,41,0.0435855837097488
36,41,0.05320014465193962
37,41,0.06239771916667686
38,41,0.07032514063960227
39,41,0.0761620321712212
40,41,0.07925970943910299
41,41,0.07925970943910299
42,41,0.0761620321712212
43,41,0.07032514063960227
44,41,0.06239771916667691
45,41,0.05320014465193956
46,41,0.043585583709748854
47,41,0.034313010987937154
48,41,0.02595736753421307
49,41,0.018868972586632116
50,41,0.01318018716474667
51,41,0.008846684434680618
52,41,0.005705911588902435
53,41,0.0035363479008774235
54,41,0.0021060576932908637
55,41,0.0012052322987977648
56,41,0.000662760093714243
57,41,0.0003502086722390052
58,41,0.00017782067551930236
59,41,8.67605462324672e-05
60,41,4.067680209196567e-05
61,41,1.832549281721718e-05
62,41,7.933205108168195e-06
63,41,3.300089205238166e-06
64,41,1.3191265505474448e-06
65,41,5.066765801364781e-07
66,41,1.8700730863852044e-07
67,41,6.63238146625389e-08
68,41,2.260285825173014e-08
69,41,7.40184435965574e-09
70,41,2.3291581996431887e-09
71,41,7.042719740724124e-10
72,41,2.0462720407010693e-10
73,41,5.713063355727854e-11
74,41,1.5326961921857674e-11
75,41,3.951061700036007e-12
76,41,9.78772618509538e-13
77,41,2.3292479056635784e-13
78,41,5.3290705182007514e-14
79,41,1.176836406102666e-14
80,41,2.4424906541753444e-15
81,41,5.551115123125783e-16
82,41,1.1102230246251565e-16
83,41,0.0
84,41,0.0
85,41,0.0
86,41,0.0
87,41,0.0
88,41,0.0
89,41,0.0
90,41,0.0
91,41,0.0
92,41,0.0
93,41,0.0
94,41,0.0
95,41,0.0
96,41,0.0
97,41,0.0
98,41,0.0
99,41,0.0
-1,42,0.0
0,42,1.1102230246251565e-16
1,42,4.996003610813204e-16
2,42,2.4980018054066022e-15
3,42,1.1712852909795402e-14
4,42,5.3290705182007514e-14
5,42,2.3292479056635784e-13
6,42,9.78772618509538e-13
7,42,3.95117272233847e-12
8,42,1.5326906410706442e-11
9,42,5.713057804612731e-11
10,42,2.046273150924094e-10
11,42,7.042718630501099e-10
12,42,2.329158310665491e-09
13,42,7.401844304144589e-09
14,42,2.260285825173014e-08
15,42,6.63238146625389e-08
16,42,1.870073086940316e-07
17,42,5.066765800809669e-07
18,42,1.3191265505474448e-06
19,42,3.3000892051826547e-06
20,42,7.933205108223707e-06
21,42,1.832549281721718e-05
22,42,4.067680209202118e-05
23,42,8.67605462324117e-05
24,42,0.00017782067551930236
25,42,0.0003502086722390052
26,42,0.000662760093714243
27,42,0.0012052322987978203
28,42,0.002106057693290808
29,42,0.0035363479008774235
30,42,0.005705911588902435
31,42,0.008846684434680618
32,42,0.013180187164746615
33,42,0.01886897258663217
34,42,0.02595736753421307
35,42,0.03431301098793721
36,42,0.0435855837097488
37,42,0.05320014465193962
38,42,0.06239771916667686
39,42,0.07032514063960227
40,42,0.0761620321712212
41,42,0.07925970943910299
42,42,0.07925970943910299
43,42,0.0761620321712212
44,42,0.07032514063960227
45,42,0.06239771916667691
46,42,0.05320014465193956
47,42,0.043585583709748854
48,42,0.034313010987937154
49,42,0.02595736753421307
50,42,0.018868972586632116
51,42,0.01318018716474667
52,42,0.008846684434680618
53,42,0.005705911588902435
54,42,0.0035363479008774235
55,42,0.0021060576932908637
56,42,0.0012052322987977648
57,42,0.000662760093714243
58,42,0.0003502086722390052
59,42,0.00017782067551930236
60,42,8.67605462324672e-05
61,42,4.067680209196567e-05
62,42,1.832549281721718e-05
63,42,7.933205108168195e-06
64,42,3.300089205238166e-06
65,42,1.3191265505474448e-06
66,42,5.066765801364781e-07
67,42,1.8700730863852044e-07
68,42,6.63238146625389e-08
69,42,2.260285825173014e-08
70,42,7.40184435965574e-09
71,42,2.3291581996431887e-09
72,42,7.042719740724124e-10
73,42,2.0462720407010693e-10
74,42,5.713063355727854e-11
75,42,1.5326961921857674e-11
76,42,3.951061700036007e-12
77,42,9.78772618509538e-13
78,42,2.3292479056635784e-13
79,42,5.3290705182007514e-14
80,42,1.176836406102666e-14
81,42,2.4424906541753444e-15
82,42,5.551115123125783e-16
83,42,1.1102230246251565e-16
84,42,0.0
85,42,0.0
86,42,0.0
87,42,0.0
88,42,0.0
89,42,0.0
90,42,0.0
91,42,0.0
92,42,0.0
93,42,0.0
94,42,0.0
95,42,0.0
96,42,0.0
97,42,0.0
98,42,0.0
99,42,0.0
-1,43,0.0
0,43,0.0
1,43,1.1102230246251565e-16
2,43,4.996003610813204e-16
3,43,2.4980018054066022e-15
4,43,1.1712852909795402e-14
5,43,5.3290705182007514e-14
6,43,2.3292479056635784e-13
7,43,9.78772618509538e-13
8,43,3.95117272233847e-12
9,43,1.5326906410706442e-11
10,43,5.713057804612731e-11
11,43,2.046273150924094e-10
12,43,7.042718630501099e-10
13,43,2.329158310665491e-09
14,43,7.401844304144589e-09
15,43,2.260285825173014e-08
16,43,6.63238146625389e-08
17,43,1.870073086940316e-07
18,43,5.066765800809669e-07
19,43,1.3191265505474448e-06
20,43,3.3000892051826547e-06
21,43,7.933205108223707e-06
22,43,1.832549281721718e-05
23,43,4.067680209202118e-05
24,43,8.67605462324117e-05
25,43,0.00017782067551930236
26,43,0.0003502086722390052
27,43,0.000662760093714243
28,43,0.0012052322987978203
29,43,0.002106057693290808
30,43,0.0035363479008774235
31,43,0.005705911588902435
32,43,0.008846684434680618
33,43,0.013180187164746615
34,43,0.01886897258663217
35,43,0.02595736753421307
36,43,0.03431301098793721
37,43,0.0435855837097488
38,43,0.05320014465193962
39,43,0.06239771916667686
40,43,0.07032514063960227
41,43,0.0761620321712212
42,43,0.07925970943910299
43,43,0.07925970943910299
44,43,0.0761620321712212
45,43,0.07032514063960227
46,43,0.06239771916667691
47,43,0.05320014465193956
48,43,0.043585583709748854
49,43,0.034313010987937154
50,43,0.02595736753421307
51,43,0.018868972586632116
52,43,0.01318018716474667
53,43,0.008846684434680618
54,43,0.005705911588902435
55,43,0.0035363479008774235
56,43,0.0021060576932908637
57,43,0.0012052322987977648
58,43,0.000662760093714243
59,43,0.0003502086722390052
60,43,0.00017782067551930236
61,43,8.67605462324672e-05
62,43,4.067680209196567e-05
63,43,1.832549281721718e-05
64,43,7.933205108168195e-06
65,43,3.300089205238166e-06
66,43,1.3191265505474448e-06
67,43,5.066765801364781e-07
68,43,1.8700730863852044e-07
69,43,6.63238146625389e-08
70,43,2.260285825173014e-08
71,43,7.40184435965574e-09
72,43,2.3291581996431887e-09
73,43,7.042719740724124e-10
74,43,2.0462720407010693e-10
75,43,5.713063355727854e-11
76,43,1.5326961921857674e-11
77,43,3.951061700036007e-12
78,43,9.78772618509538e-13
79,43,2.3292479056635784e-13
80,43,5.3290705182007514e-14
81,43,1.176836406102666e-14
82,43,2.4424906541753444e-15
83,43,5.551115123125783e-16
84,43,1.1102230246251565e-16
85,43,0.0
86,43,0.0
87,43,0.0
88,43,0.0
89,43,0.0
90,43,0.0
91,43,0.0
92,43,0.0
93,43,0.0
94,43,0.0
95,43,0.0
96,43,0.0
97,43,0.0
98,43,0.0
99,43,0.0
-1,44,0.0
0,44,0.0
1,44,0.0
2,44,1.1102230246251565e-16
3,44,4.996003610813204e-16
4,44,2.4980018054066022e-15
5,44,1.1712852909795402e-14
6,44,5.3290705182007514e-14
7,44,2.3292479056635784e-13
8,44,9.78772618509538e-13
9,44,3.95117272233847e-12
10,44,1.5326906410706442e-11
11,44,5.713057804612731e-11
12,44,2.046273150924094e-10
13,44,7.042718630501099e-10
14,44,2.329158310665491e-09
15,44,7.401844304144589e-09
16,44,2.260285825173014e-08
17,44,6.63238146625389e-08
18,44,1.870073086940316e-07
19,44,5.066765800809669e-07
20,44,1.3191265505474448e-06
21,44,3.3000892051826547e-06
22,44,7.933205108223707e-06
23,44,1.832549281721718e-05
24,44,4.067680209202118e-05
25,44,8.67605462324117e-05
26,44,0.00017782067551930236
27,44,0.0003502086722390052
28,44,0.000662760093714243
29,44,0.0012052322987978203
30,44,0.002106057693290808
31,44,0.0035363479008774235
32,44,0.005705911588902435
33,44,0.008846684434680618
34,44,0.013180187164746615
35,44,0.01886897258663217
36,44,0.02595736753421307
37,44,0.03431301098793721
38,44,0.0435855837097488
39,44,0.05320014465193962
40,44,0.06239771916667686
41,44,0.07032514063960227
42,44,0.0761620321712212
43,44,0.07925970943910299
44,44,0.07925970943910299
45,44,0.0761620321712212
46,44,0.07032514063960227
47,44,0.06239771916667691
48,44,0.05320014465193956
49,44,0.043585583709748854
50,44,0.034313010987937154
51,44,0.02595736753421307
52,44,0.018868972586632116
53,44,0.01318018716474667
54,44,0.008846684434680618
55,44,0.005705911588902435
56,44,0.0035363479008774235
57,44,0.0021060576932908637
58,44,0.0012052322987977648
59,44,0.000662760093714243
60,44,0.0003502086722390052
61,44,0.00017782067551930236
62,44,8.67605462324672e-05
63,44,4.067680209196567e-05
64,44,1.832549281721718e-05
65,44,7.933205108168195e-06
66,44,3.300089205238166e-06
67,44,1.3191265505474448e-06
68,44,5.066765801364781e-07
69,44,1.8700730863852044e-07
70,44,6.63238146625389e-08
71,44,2.260285825173014e-08
72,44,7.40184435965574e-09
73,44,2.3291581996431887e-09
74,44,7.042719740724124e-10
75,44,2.0462720407010693e-10
76,44,5.713063355727854e-11
77,44,1.5326961921857674e-11
78,44,3.951061700036007e-12
79,44,9.78772618509538e-13
80,44,2.3292479056635784e-13
81,44,5.3290705182007514e-14
82,44,1.176836406102666e-14
83,44,2.4424906541753444e-15
84,44,5.551115123125783e-16
85,44,1.1102230246251565e-16
86,44,0.0
87,44,0.0
88,44,0.0
89,44,0.0
90,44,0.0
91,44,0.0
92,44,0.0
93,44,0.0
94,44,0.0
95,44,0.0
96,44,0.0
97,44,0.0
98,44,0.0
99,44,0.0
-1,45,0.0
0,45,0.0
1,45,0.0
2,45,0.0
3,45,1.1102230246251565e-16
4,45,4.996003610813204e-16
5,45,2.4980018054066022e-15
6,45,1.1712852909795402e-14
7,45,5.3290705182007514e-14
8,45,2.3292479056635784e-13
9,45,9.78772618509538e-13
10,45,3.95117272233847e-12
11,45,1.5326906410706442e-11
12,45,5.713057804612731e-11
13,45,2.046273150924094e-10
14,45,7.042718630501099e-10
15,45,2.329158310665491e-09
16,45,7.401844304144589e-09
17,45,2.260285825173014e-08
18,45,6.63238146625389e-08
19,45,1.870073086940316e-07
20,45,5.066765800809669e-07
21,45,1.3191265505474448e-06
22,45,3.3000892051826547e-06
23,45,7.933205108223707e-06
24,45,1.832549281721718e-05
25,45,4.067680209202118e-05
26,45,8.67605462324117e-05
27,45,0.00017782067551930236
28,45,0.0003502086722390052
29,45,0.000662760093714243
30,45,0.0012052322987978203
31,45,0.002106057693290808
32,45,0.0035363479008774235
33,45,0.005705911588902435
34,45,0.008846684434680618
35,45,0.013180187164746615
36,45,0.01886897258663217
37,45,0.02595736753421307
38,45,0.03431301098793721
39,45,0.0435855837097488
40,45,0.05320014465193962
41,45,0.06239771916667686
42,45,0.07032514063960227
43,45,0.0761620321712212
44,45,0.07925970943910299
45,45,0.07925970943910299
46,45,0.0761620321712212
47,45,0.07032514063960227
48,45,0.06239771916667691
49,45,0.05320014465193956
50,45,0.043585583709748854
51,45,0.034313010987937154
52,45,0.02595736753421307
53,45,0.018868972586632116
54,45,0.01318018716474667
55,45,0.008846684434680618
56,45,0.005705911588902435
57,45,0.0035363479008774235
58,45,0.0021060576932908637
59,45,0.0012052322987977648
60,45,0.000662760093714243
61,45,0.0003502086722390052
62,45,0.00017782067551930236
63,45,8.67605462324672e-05
64,45,4.067680209196567e-05
65,45,1.832549281721718e-05
66,45,7.933205108168195e-06
67,45,3.300089205238166e-06
68,45,1.3191265505474448e-06
69,45,5.066765801364781e-07
70,45,1.8700730863852044e-07
71,45,6.63238146625389e-08
72,45,2.260285825173014e-08
73,45,7.40184435965574e-09
74,45,2.3291581996431887e-09
75,45,7.042719740724124e-10
76,45,2.0462720407010693e-10
77,45,5.713063355727854e-11
78,45,1.5326961921857674e-11
79,45,3.951061700036007e-12
80,45,9.78772618509538e-13
81,45,2.3292479056635784e-13
82,45,5.3290705182007514e-14
83,45,1.176836406102666e-14
84,45,2.4424906541753444e-15
85,45,5.551115123125783e-16
86,45,1.1102230246251565e-16
87,45,0.0
88,45,0.0
89,45,0.0
90,45,0.0
91,45,0.0
92,45,0.0
93,45,0.0
94,45,0.0
95,45,0.0
96,45,0.0
97,45,0.0
98,45,0.0
99,45,0.0
-1,46,8.116483314202042e-07
0,46,1.2852201368903189e-06
1,46,2.0148734710392985e-06
2,46,3.1273657356323806e-06
3,46,4.8058499565157365e-06
4,46,7.311767651477417e-06
5,46,1.1013749614323674e-05
6,46,1.6425124097686045e-05
7,46,2.4251732262464185e-05
8,46,3.545173684941961e-05
9,46,5.1308925132812063e-05
10,46,7.35205869638537e-05
11,46,0.00010430032579129
12,46,0.0001464950721500896
13,46,0.00020371406731270022
14,46,0.00028046564947955914
15,46,0.0003822953284425971
16,46,0.000515915957051815
17,46,0.0006893179496821892
18,46,0.0009118446891301925
19,46,0.001194215813914697
20,46,0.0015484793679269582
21,46,0.0019878732508971666
22,46,0.0025265774678571787
23,46,0.003179341733471271
24,46,0.0039609783337696885
25,46,0.0048857179035352236
26,46,0.0059664358278111035
27,46,0.007213768921014426
28,46,0.008635155166018687
29,46,0.010233842594269887
30,46,0.012007925589408669
31,46,0.013949476575298905
32,46,0.01604384675638291
33,46,0.018269210009560746
34,46,0.020596418202930608
35,46,0.022989223655639136
36,46,0.025404905308695484
37,46,0.027795310319136214
38,46,0.030108293807991203
39,46,0.0322895086053349
40,46,0.03428446671577699
41,46,0.03604076774668281
42,46,0.037510369465002094
43,46,0.03865176431624688
44,46,0.03943192476930508
45,46,0.03982789041252888
46,46,0.03982789041252888
47,46,0.03943192476930508
48,46,0.03865176431624694
49,46,0.03751036946500204
50,46,0.03604076774668281
51,46,0.03428446671577699
52,46,0.0322895086053349
53,46,0.03010829380799126
54,46,0.02779531031913616
55,46,0.025404905308695484
56,46,0.022989223655639136
57,46,0.020596418202930664
58,46,0.018269210009560746
59,46,0.016043846756382856
60,46,0.013949476575298905
61,46,0.012007925589408669
62,46,0.010233842594269942
63,46,0.008635155166018576
64,46,0.007213768921014537
65,46,0.005966435827811048
66,46,0.0048857179035352236
67,46,0.0039609783337696885
68,46,0.003179341733471271
69,46,0.0025265774678571787
70,46,0.0019878732508971666
71,46,0.0015484793679269582
72,46,0.0011942158139147524
73,46,0.0009118446891301925
74,46,0.0006893179496821337
75,46,0.000515915957051815
76,46,0.0003822953284425416
77,46,0.00028046564947961465
78,46,0.00020371406731270022
79,46,0.0001464950721500896
80,46,0.00010430032579129
81,46,7.35205869638537e-05
82,46,5.1308925132812063e-05
83,46,3.545173684947512e-05
84,46,2.4251732262408674e-05
85,46,1.6425124097686045e-05
86,46,1.1013749614268163e-05
87,46,7.311767651532928e-06
88,46,4.8058499565157365e-06
89,46,3.1273657355768695e-06
90,46,2.0148734710948096e-06
91,46,1.2852201368903189e-06
92,46,8.11648331364693e-07
93,46,5.074799790686375e-07
94,46,3.1414529444521213e-07
95,46,1.9253196166353084e-07
96,46,1.1682498700175633e-07
97,46,7.018257112876536e-08
98,46,4.174297847549865e-08
99,46,2.4580924671610028e-08
-1,47,5.074797339516428e-07
0,47,8.116479394761818e-07
1,47,1.28521951625903e-06
2,47,2.014872498059275e-06
3,47,3.127364225431154e-06
4,47,4.805847635776458e-06
5,47,7.311764120633438e-06
6,47,1.101374429579697e-05
7,47,1.6425116166012983e-05
8,47,2.4251720551331267e-05
9,47,3.5451719729817685e-05
10,47,5.1308900355792604e-05
11,47,7.352055146084892e-05
12,47,0.00010430027542478563
13,47,0.00014649500140779197
14,47,0.00020371396893941729
15,47,0.0002804655140430277
16,47,0.00038229514383263374
17,47,0.0005159157079166075
18,47,0.0006893176168113639
